"Coupon code ""%s"" is not valid."," ""%s"" numaralı kupon kodu hatalı."
"%s was successfully added to your shopping cart.","%s sepetinize eklendi."
"&laquo; Back to Billing Information","&laquo; Fatura Bilgileri Bölümüne Dön"
"&laquo; Back to Select Addresses","&laquo; Seçilen Adreslere Dön"
"&laquo; Back to Shopping Cart","&laquo; Sepete Dön"
"* Required Fields","* Doldurulması zorunlu alanlar"
"First Name","Adınız"
"Qty","Adet"
"Update Qty &amp; Addresses","Adet &amp; Adres bilgisini güncelle"
"Unit Price","Adet Fiyatı"
"Street Address","Adres"
"Address","Adres"
"Address %s of %s","Adres %s - %s"
"Street Address 2","Adres 2"
"Save in address book","Adres Defterine kaydet"
"Add New Address","Adres Ekle"
"Edit Address","Adresi Düzelt"
"Select Addresses","Adresleri Seçin"
"Select Address","Adresleri Seçin"
"Checkout method","Alışveriş Bitirme Yöntemleri"
"Shopping Cart","Alışveriş Sepeti"
"Shopping Cart is Empty","Alışveriş Sepetiniz Boş"
"Checkout Options","Alışveriş Sonu Seçenekleri"
"Continue Shopping","Alışverişe Devam"
"Proceed to Checkout","Alışverişi Bitir"
"Checkout","Alışverişi Bitir"
"Shipping to","Alıcı"
"Send to","Alıcı"
"Subtotal","Ara Toplam"
"Configurable product image","Ayarlanabilir Ürün Resmi"
"City","İlçe"
"Password","Şifre"
"Confirm Password","Şifre (Tekrar)"
"Forgot your password?","Şifrenizi mi unuttunuz ?"
"Discount Codes","İndirim Kodları"
"Some of the products you requested are not available in the desired quantity","İstediğiniz bazı ürünler istediğiniz miktarda stokta yok"
"Some of the products you requested are unavailable","İstediğiniz bazı ürünler stokta yok"
"Country","Ülke"
"Product","Ürün"
"Product Name","Ürün Adı"
"Display item quantities","Toplam ürün adedini göster"
"Product does not exist","Ürün bulunamıyor"
"After adding a product redirect to shopping cart","Ürün ekledikten sonra sepete yönlendir"
"Remove Item","Ürün sil"
"Remove Product","Ürün Sil"
"Cannot remove item","Ürün silinemiyor"
"Cannot move item to wishlist","Ürün takip listesine eklenemiyor"
"Items","Ürünler"
"Edit Items","Ürünleri Düzelt"
"Sorry, no quotes are available for this order at this time.","Üzgünüz, bu sipariş için teklif bulunamıyor."
"Payment Information","Ödeme Bilgisi"
"Continue to Billing Information","Ödeme ve Fatura Bilgileri Sayfasına Devam Et"
"Ship to different address","Başka adrese gönder"
"Loading next step...","Bir sonraki adım yükleniyor..."
"Ship to Multiple Addresses","Birden fazla adrese gönder"
"Maximum qty allowed for Shipping to multiple addresses is %s","Birden fazla adrese gönderim için gereken en fazla adet : %s"
"Checkout with Multiple Addresses","Birden Fazla Adresle Alışverişi Bitir"
"Thank you for your purchase!","Bizi tercih ettiğiniz için teşekkür ederiz !"
"Total for this address","Bu adres için toplam"
"Ship to this address","Bu adrese gönder"
"Are you sure you would like to remove this item from the shopping cart?","Bu ürünü sepetinizden silmek istediğinizden emin misiniz ?"
"There is already a customer registered using this email address","Bu e-mail adresiyle kayıtlı bir müşterimiz zaten var"
"Recently added item(s)","Daha önce eklenen ürünler"
"Edit","Düzelt"
"Continue","Devam"
"Email Address","Email Adresi"
"State/Province","Şehir"
"Select State/Province...","Şehir Seçiniz..."
"Fax","Faks"
"Billing Address","Fatura Adresi"
"Create Billing Address","Fatura Adresi Ekle"
"Select a billing address from your address book or enter a new address.","Fatura adresi olarak kullanılmak üzere adres defterinizden bir adres seçin veya yeni bir adres ekleyin."
"Edit Billing Address","Fatura Adresini Düzelt"
"Change Billing Address","Fatura Adresini Değiştir"
"Use Billing Address","Fatura Adresini Kullan"
"Billing Information","Fatura Bilgisi"
"Billing Information - %s","Fatura Bilgisi - %s"
"Company","Firma"
"Price","Fiyat"
"Get a Quote","Fiyat Al"
"Grand Total:","Genel Toplam :"
"Back","Geri"
"Login","Giriş"
"Grouped product image","Grup Ürünü Resmi"
"Invalid shipping method.","Hatalı teslimat yöntemi."
"Invalid data","Hatalı veri"
"Fast and easy check out","Hızlı ve Kolay Sipariş"
"My Account","Hesabım"
"Estimate Shipping and Tax","Hesaplanan Kargo Ücreti ve Vergi"
"Register with us for future convenience:","Kalitemizi kullanmak için üye olun :"
"Close","Kapat"
"Add to Compare","Karşılaştırma Listesine Ekle"
"Enter your destination to get a shipping estimate.","Kargo ücretinin hesaplanması için siparişinizin teslim edileceği yeri seçiniz."
"Card Verification Number Visual Reference","Kart Güvenlik Numarası Görsel Referansı"
"Allow Guest Checkout","Kayıtlı olmayan kullanıcıların (Misafir) alışveriş yapmasına izin ver"
"Register","Kaydol"
"Register and save time!","Kaydolun ve zamandan kazanın!"
"Coupon code was canceled successfully.","Kupon kodu iptal edildi."
"Can not apply coupon code.","Kupon Kodu uygulanamıyor."
"Coupon code was applied successfully.","Kupon kodu uygulandı."
"Enter your coupon code if you have one.","Kupon kodunuz varsa giriniz."
"Cancel Coupon","Kuponu İptal Et"
"Apply Coupon","Kuponu Uygula"
"Please <a href=""%s"">continue shopping</a>.","Lütfen alışverişe devam etmek için <a href=""%s"">BURAYA TIKLAYINIZ</a>."
"Please specify the product(s) quantity","Lütfen ürün adetlerini belirleyiniz"
"Please specify the product option(s)","Lütfen ürün seçeneklerini belirleyiniz"
"Please select region, state or province","Lütfen bölge, eyalet veya şehir seçiniz"
"Please select shipping methods for all addresses","Lütfen bütün adresler için bir teslimat yöntemi seçiniz"
"Please enter a coupon code.","Lütfen bir kupon kodu giriniz."
"Please enter a coupon code.","Lütfen bir kupon kodu giriniz."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Lütfen geçerli bir posta kodu giriniz. Örnek : 34212 or 34122-1244."
"Please log in below:","Lütfen giriş yapınız :"
"Store Pickup","Mağazadan Alınacak"
"Load customer quote error","Müşteri fiyatı çekilirken hata oluştu"
"Checkout as Guest","Misafir Olarak Alışverişi Bitir"
"Checkout as a Guest or Register","Misafir Olarak Alışverişi Bitir veya Üye Kaydı Yap"
"Based on your selection, you may be interested in the following items:","Seçimlerinize bakarak aşağıdaki ürünlerin de ilginizi çekeceğini düşündük :"
"Display Cart Summary","Sepet Özetini Göster"
"Cannot update shopping cart","Sepet güncellenemiyor"
"Can not add item to shopping cart","Sepete ürün eklenemiyor"
"Add to Cart","Sepete Ekle"
"Edit Your Cart","Sepeti Düzenle"
"Update Shopping Cart","Sepeti Güncelle"
"My Cart","Sepetim"
"My Cart (%s item)","Sepetim (%s ürün)"
"My Cart Link","Sepetim Bağlantısı"
"My Cart (%s items)","Sepetim(%s ürün)"
"There are <a href=""%s""><strong>%s items</strong></a> in your cart.","Sepetinizde <a href=""%s""><strong>%s adet ürün</strong></a> var."
"There is <a href=""%s""><strong>1 item</strong></a> in your cart.","Sepetinizde <a href=""%s""><strong>1 ürün</strong></a> var."
"You have no items in your cart.","Sepetinizde hiç ürün yok."
"You have no items in your shopping cart.","Sepetinizde hiç ürün yok."
"Display number of items in cart","Sepetteki ürün sayısını göster"
"Remove","Sil"
"Cart Subtotal:","Sipariş Ara Toplamı :"
"Order Success","Sipariş Başarılı"
"Submitting order information...","Sipariş bilgisi gönderiliyor..."
"Your Checkout Progress","Sipariş Durumunuz"
"Order Review","Sipariş Gözden Geçir"
"Easy access to your order history and status","Sipariş geçmişiniz ve siparişlerinizin durumu için kolay erişim"
"Your order number is %s","Sipariş numaranız : %s"
"Click <a href=""%s"" target=""_blank"">here to print</a> a copy of your order confirmation.","Sipariş onayınızın bir kopyasını yazdırmak için <a href=""%s"" target=""_blank"">BURAYA TIKLAYINIZ</a>."
"Place Order","Sipariş Ver"
"Review Order","Siparişe Gözat"
"Review Order - %s","Siparişe Gözat - %s"
"Continue to Review Your Order","Siparişini Kontrol Etmek için Devam Et"
"Your order # is: %s","Siparişiniz # : %s"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Siparişiniz işleme alındı. En kısa zamanda size sipariş detaylarınızla ilgili bir mail göndereceğiz. Siparişiniz kargoya verilince teslimatla ilgili bir mail daha alacaksınız."
"There was an error processing your order. Please contact us or try again later.","Siparişiniz işlenirken hata oluştu. Lütfen daha sonra tekrar deneyiniz veya bizimle bağlantı kurunuz."
"Your order has been received","Siparişiniz sistemimize ulaştı"
"Already registered?","Sitemize kayıtlı mısınız ?"
"You will receive an order confirmation email with details of your order and a link to track its progress.","Size siparişiniz için bir onay maili göndereceğiz. Bu mail aynı zamanda siparişinize ulaşmanızı ve izlemenizi sağlayacak."
"Last Name","Soyadı"
"Payment Method","Tahsilat Yöntemi"
"Payment method is not defined","Tahsilat yöntemi ayarlanmadı"
"Change Payment Method","Tahsilat Yöntemini Değiştir"
"Add to Wishlist","Takip Listesine Ekle"
"Move to Wishlist","Takip Listesine Taşı"
"Quote Lifetime (days)","Teklif Geçerlilik Süresi (gün)"
"Telephone","Telefon"
"Shipping Address","Teslimat Adresi"
"Create Shipping Address","Teslimat Adresi Ekle"
"Select a shipping address from your address book or enter a new address.","Teslimat adresi olarak kullanılmak üzere adres defterinizden bir adres seçin veya yeni bir adres ekleyin."
"Edit Shipping Address","Teslimat Adresini Düzelt"
"Change Shipping Address","Teslimat Adresini Değiştir"
"Back to Shipping Information","Teslimat Bilgileri Bölümüne Dön"
"Shipping Information","Teslimat Bilgisi"
"Continue to Shipping Information","Teslimat Bilgisi Sayfasına Devam Et"
"Shipping Method","Teslimat Yöntemi"
"Shipping method has not been selected yet","Teslimat Yöntemi seçilmedi"
"Change Shipping Method","Teslimat Yöntemini Değiştir"
"Select Shipping Method","Teslimat Yöntemini Seçiniz"
"Shipping Methods","Teslimat Yöntemleri"
"Update Total","Toplamı Güncelle"
"Forgot an Item?","Unuttuğunuz bir şey mi var ?"
"Default Billing","Varsayılan Fatura Adresiniz"
"Default Shipping","Varsayılan Teslimat Adresiniz"
"Data saving problem","Veri kaydedilirken hata oluştu"
"New Address","Yeni Adres"
"Enter a New Address","Yeni Bir Adres Giriniz"
"Register to Create an Account","Yeni bir hesap oluşturun"
"Zip/Postal Code","Zip/Posta Kodu"
"---------------version 1.2 - siteden cekilen dosyalarla eklendi--------------------","////////////////////////////////////////////////////////////////////////"
"Add New Condition","Yeni Durum Ekle"
"An error occurred in the process of payment","Tahsilat işlemi esnasında hata oluştu"
"Can\'t open overview page","Genel görünüm sayfası açılamıyor"
"Change","Değiştir"
"Checkbox text","Onay Kutusu Yazısı"
"Checkout Conditions","Alışveriş Tamamlama Durumları"
"Checkout Section","Alışveriş Tamamlama Bölümü"
"Checkout Terms and Conditions","Alışveriş Tamamlama Koşulları"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","<a href=""%s"" onclick=""this.target=\'_blank\'"">Buraya tıklayarak</a> sipariş onayınızın bir kopyasını yazdırabilirsiniz."
"Condition Name","Durum Adı"
"Condition was successfully deleted","Durum kaydı silindi"
"Condition was successfully saved","Durum kaydedildi"
"Content","İçerik"
"Content Height","İçerik Yüksekliği"
"Content Height (css)","İçerik Yüksekliği (css)"
"Coupon code ""%s"" was applied successfully.","Kupon kodu ""%s"" uygulandı."
"Delete Condition","Durumu Sil"
"Details","Detaylar"
"Disable Onepage Checkout","Tek Sayfada Alışveriş Tamamlamayı Pasifleştir"
"Disabled","Kapalı"
"Display Shopping Cart Sidebar","Sağ/Sol Kolonda Alışveriş Sepeti Kutusunu Göster"
"Edit Terms and Conditions","Kullanım Şartları Metnini Düzenle"
"Enable Terms and Conditions","Kullanım Şartları Metnini Etkinleştir"
"Enabled","Açık"
"Error while deleting this condition. Please try again later.","Durum kaydı silinirken hata oluştu. Lütfen daha sonra tekrar deneyiniz."
"Error while saving this condition. Please try again later.","Durum kaydedilirken hata oluştu. Lütfen daha sonra tekrar deneyiniz."
"Excl. Tax","Vergi Hariç"
"HTML","HTML"
"ID","No"
"Incl. Tax","Vergi Dahil"
"Invalid email address ""%s""","Hatalı e-mail adresleri ""%s"""
"Manage Checkout Terms and Conditions","Alışveriş Tamamlama Koşullarını Yönet"
"Maximum display Recently added item(s)","Son eklenen ürünlerin en fazla gösterilme sayısı"
"New Condition","Durum Ekle"
"Order #","Sipariş #"
"Other items in your order","Siparişinizdeki diğer ürünler"
"Payment Failed Email Reciever","Ödeme Sistemi Sorunları İçin Bildirim Maili Alıcısı"
"Payment Failed Email Sender","Ödeme Sistemi Sorunları İçin Bildirim Maili Göndericisi"
"Payment Failed Emails","Ödeme Sistemi Sorunları Mailleri"
"Payment Failed Template","Ödeme Sistemi Sorunları Mailleri için Şablon"
"Please agree to all Terms and Conditions before placing the order.","Lütfen sipariş eklemeden Kullanım Koşullarını okuyup onaylayınız."
"Please agree to all Terms and Conditions before placing the orders.","Lütfen sipariş eklemeden Tüm Kullanım Koşullarını okuyup onaylayınız."
"Please select shipping address for applicable items","Lütfen gereken ürünler için Teslimat Adresi giriniz"
"Remove item","Ürün Sil"
"Sales","Satışlar"
"Save Condition","Durumu Kaydet"
"Send Payment Failed Email Copy Method","Ödeme Sistemi Sorunları Mailleri için Kopyalama Yöntemi"
"Send Payment Failed Email Copy To","Ödeme Sistemi Sorunu Maili Kopyası Alıcısı"
"Shipping selection is not applicable","Teslimat seçimi uygulanamaz"
"Shopping Cart Sidebar","Alışveriş Sepeti Kolon Kutusu"
"Show Content as","İçerik Göster"
"Sorry, Onepage Checkout is disabled.","Üzgünüz, Tek Sayfada Alışveriş Tamamlama özelliği kapalı."
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Üzgünüz, kayıtlı olmayan kullanıcılar alışveriş yapamaz. Üye olup alışverişi tamamlayın veya eğer bunun bir hata olduğunu düşünüyorsanız, site yönetimine bildirin."
"Status","Durum"
"Store View","Mağaza Görünümü"
"Street Address ","Adres"
"Terms and Conditions","Kullanım Koşulları"
"Terms and Conditions Information","Kullanım Koşulları Bilgisi"
"Terms and conditions","Kullanım koşulları"
"Text","Yazı"
"This condition no longer exists","Ulaşmaya çalıştığınız durum kaydı bulunamıyor"
"Total","Toplam"
"Your order # is: <a href=""%s"">%s</a>","Siparişiniz #: <a href=""%s"">%s</a>"
"Your order number is ","Sipariş Numaranız "
"osCommerce Orders","osCommerce Siparişleri"
"separate by","ayırıcı"
"--------------- v 1.3 2009-04-01 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Can't open overview page","Genel görünüm sayfası açılamıyor"
"Click <a href=""%s"" onclick=""this.target='_blank'"">here to print</a> a copy of your order confirmation.","Sipariş onayınızın bir kopyasını yazdırmak için <a href=""%s"" target=""_blank"">BURAYA TIKLAYINIZ</a>."
"separate by "","ayırıcı"
"--------------- v 1.3 2009-04-01 SONU --------------------","////////////////////////////////////////////////////////////////////////""--------------- v 1.3 2009-08-05 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Customer Address is not valid.","Müşteri adresi hatalı."
"--------------- v 1.3 2009-08-05 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.3 2009-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Back to Billing Information","Ödeme Bilgilerine Dön"
"Back to Select Addresses","Adres Seçimine Dön"
"Back to Shopping Cart","Sepete Dön"
"Checkout Method","Alışveriş Bitirme Yöntemi"
"Multishipping Checkout","Birden Çok Adrese Teslimle Alışveriş Bitirme"
"Multishipping Checkout Address (Any) Form","Birden Çok Adrese Teslimle Alışveriş Bitirme - Adres Formu"
"Multishipping Checkout Billing Address Creation","Birden Çok Adrese Teslimle Alışveriş Bitirme - Ödeme Adresi Oluşturma"
"Multishipping Checkout Billing Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Bitirme -  Billing Address Edit Form"
"Multishipping Checkout Billing Address Selection","Birden Çok Adrese Teslimle Alışveriş Bitirme -  Billing Address Selection"
"Multishipping Checkout Billing Information Step","Birden Çok Adrese Teslimle Alışveriş Bitirme - Billing Information Step"
"Multishipping Checkout Customer Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Bitirme - Customer Address Edit Form"
"Multishipping Checkout Overview","Birden Çok Adrese Teslimle Alışveriş Bitirme - Önizleme"
"Multishipping Checkout Shipping Address Creation","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Address Creation"
"Multishipping Checkout Shipping Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Address Edit Form"
"Multishipping Checkout Shipping Address Selection","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Address Selection"
"Multishipping Checkout Shipping Information Step","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Information Step"
"Multishipping Checkout Success","Birden Çok Adrese Teslimle Alışveriş Bitirme - Tamamlandı"
"One Page Checkout","Tek Sayfada Alışveriş Bitirme"
"One Page Checkout Failure","Tek Sayfada Alışveriş Bitirme Hatası"
"One Page Checkout Success","Tek Sayfada Alışveriş Bitirme Başarılı"
"Payment Methods After Checkout Button","Ödeme Yöntemleri Alışveriş Bitirme Butonundan Sonra Gelsin"
"Payment Methods Before Checkout Button","Ödeme Yöntemleri Alışveriş Bitirme Butonundan Önce Gelsin"
"Remove This Item","Bu ürünü sil"
"There are <a href=""%s"">%s items</a> in your cart.","Sepetinizde <a href=""%s"">%s ürün</a> var."
"There is <a href=""%s"">1 item</a> in your cart.","Sepetinizde <a href=""%s"">1 ürün</a> var."
"Unable to set Payment Method.","Ödeme yöntemi seçilemedi."
"--------------- v 1.3 2009-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.4.2.0 2010-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"%s was added to your shopping cart.","%s sepetinize eklendi."
"Additional Product Info","Ek Ürün Bilgisi"
"After Adding a Product Redirect to Shopping Cart","Ürün eklendikten sonra sepete yönlendir"
"An error occurred while deleting this condition.","Bu durum silinirken bir hata oluştu."
"An error occurred while saving this condition.","Bu durum kaydedilirken bir hata oluştu."
"Cannot add item to the shopping cart.","Ürün sepete eklenemedi."
"Cannot add the item to shopping cart","Ürün sepete eklenemedi"
"Cannot add the item to shopping cart.","Ürün sepete eklenemedi."
"Cannot apply the coupon code.","İndirim Kuponu kodu uygulanamadı."
"Cannot open the overview page","Önizleme sayfası açılamadı"
"Cannot remove the item.","Ürün silinemedi."
"Cannot update shopping cart.","Sepet güncellenemedi."
"Cart Api","Sepet API"
"Checkbox Text","Seçenek kutusu yazısı"
"Checkout Progress Wrapper","Alışverişi Bitirme İşlemi Çerçevesi"
"Click <a href=""%s"">here</a> to continue shopping.","Alışverişe devam etmek için <a href=""%s"">buraya tıklayınız</a>."
"Configurable Product Image","Ayarlanabilir Ürün Resmi"
"Coupon code ""%s"" was applied.","İndirim Kupon Kodu ""%s"" uygulandı."
"Coupon code was canceled.","İndirim Kupon Kodu iptal edildi."
"Create shopping cart","Yeni sepet oluştur"
"Enable Onepage Checkout","Tek Sayfada Alışveriş Bitirmeyi Kullan"
"Enable Terms and Conditions","Kullanım Şartları Sözleşmesini Göster"
"Grouped Product Image","Grup Ürün Resmi"
"Invalid method: %s","Hatalı yöntem: %s"
"Item not found or already ordered","Ürün bulunamadı veya zaten siparişe eklendi"
"Items Before","Ürünler ...den önce"
"Login/Registration Before","Üye Giriş / Üye Kayıt Formu"
"Maximum Display Recently Added Item(s)","En Son Eklenen Ürünler Kutusundaki Ürün Adedi"
"One Page Checkout Overview","Tek Sayfada Alışveriş Bitirme Önizlemesi"
"Other Items in Your Order","Siparişinizdeki diğer ürünler"
"Overview Items After","Sipariş Önizleme"
"Payment profile # %s: ""%s"".","Ödeme profili # %s: ""%s""."
"Please agree to all the terms and conditions before placing the order.","Siparişi kaydetmeden önce kullanım koşullarını kabul etmeniz gerekiyor."
"Quantity was recalculated from %d to %d","%d olan ader %d olarak güncellendi"
"Send To","Gönder"
"Separate by "",""",""","" ile ayır"
"Shipping To","Teslimat Alıcısı"
"Shipping selection is not applicable.","Teslimat seçimi kullanılabilir değil."
"Shopping Cart Form Before","Alışveriş Sepeti"
"Shopping Cart Sidebar Extra Actions","Alışveriş Sepeti Kenar Kutusu Ekstra İşlemleri"
"Some of the requested products are not available in the desired quantity.","Sipariş etmek istediğiniz ürünlerden bazıları istediğiniz adette stokta yok."
"Some of the requested products are unavailable.","İstediğiniz ürünlerden bazıları siparişe uygun değil."
"Some products quantities were recalculated because of quantity increment mismatch","Adet artırım hatası nedeniyle bazı ürünlerin adetleri yeniden hesaplandı"
"Street Address %s","Posta Adresi %s"
"The condition has been deleted","Durum silindi"
"The condition has been saved.","Durum kaydedildi."
"The onepage checkout is disabled.","Tek sayfada alışveriş bitirme kapalı."
"The product could not be found.","Ürün bulunamadı."
"The product does not exist.","Ürüne kaydına ulaşılamıyor."
"This condition no longer exists.","Bu durum kaydı artık yok."
"Your billing agreement # is: %s.","Ödeme sözleşmesi kaydınız #: %s."
"Your order # is: %s.","Siparişiniz #: %s."
"Your recurring payment profiles:","Periyodik ödeme profilleriniz:"
"--------------- v 1.4.2.0 2010-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.5.0.0-rc2 2011-02-05 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"%s was updated in your shopping cart.","Sepetinizdeki %s güncellendi."
"Add coupon code for shopping cart","Sepet için kupon kodu ekle"
"Add product to shopping cart","Ürünü sepete ekle"
"Add product(s) to shopping cart","Ürün(leri) sepete ekle"
"Cannot configure product.","Ürün ayarlanamıyor."
"Cannot process the item.","Kayıt işlenemiyor."
"Cannot update the item.","Kayıt güncellenemiyor."
"Cart Product Api","Sepet Ürün Apisi"
"Configure Cart Item","Sepet Satırını Ayarla"
"Create an order from shopping cart","Sepetten sipariş oluştur"
"Customer Information","Müşteri Bilgisi"
"Customer's information","Müşterinin Bilgileri"
"Display number of items in wishlist","Takip listesindeki ürün sayısını göster"
"Edit item","Satırı düzenle"
"Edit item parameters","Satır parametrelerini düzenle"
"Get list of available payment methods","Kullanılabilir tahsilat yöntemlerinin listesini göster"
"Get list of available shipping methods","Kullanılabilir teslimat yöntemlerinin listesini göster"
"Get list of products in shopping cart","Sepetteki ürünlerin listesini göster"
"Get terms and conditions","Kullanım Şartlarını göster"
"Get total prices for shopping cart","Sepetin toplamını al"
"Items After","Satırlar"
"Payment method information","Tahsilat yöntemi bilgisi"
"Payment methods in shopping cart","Sepetteki tahsilat yöntemleri"
"Products","Ürünler"
"Qty:","Adet:"
"Quote item does not exist.","Sepet satırı bulunamadı."
"Quote item is not found.","Sepet satırı bulunamadı."
"Remove coupon code from shopping cart","İndirim Kupon Kodunu sepetten sil"
"Remove product from shopping cart","Ürünü sepetten sil"
"Remove product(s) from shopping cart","Ürünleri sepetten sil"
"Retrieve information about shopping cart","Sepet hakkında bilgileri al"
"Set customer for shopping cart","Sepetle Müşteriyi ilişkilendir"
"Set customer's addresses in shopping cart","Müşteri adresini gir"
"Set payment method","Tahsilat yöntemini ayarla"
"Set shipping method","Teslimat yöntemini ayarla"
"Shipping information","Teslimat Bilgisi"
"Shipping methods in shopping cart","Sepetteki teslimat yöntemleri"
"Shopping cart ability to set coupon code","Alışveriş sepetinin indirim kupon kodu elverişliliği"
"Update Cart","Sepeti Güncelle"
"Update product quantities in shopping cart","Sepetteki ürün adetlerini güncelle"
"Update product(s) quantities in shopping cart","Sepetteki ürün adetlerini güncelle"
"--------------- v 1.5.0.0-rc2 2011-02-05 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.5.1.0 2011-05-10 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Add gift messages to shopping cart","Sepete hediye mesajlarını ekle"
"Cart Product API","Sepet Ürün API si"
"Gift Message","Hediye Mesajı"
"One item of products do not have identifier or sku","Ürünlerden bir tanesinin tanımlayıcı bilgisi veya SKU verisi yok"
"One item of products is not belong any of quote item","Ürünlerden bir tanesi hiç bir sepet satırına bağlı değil"
"Order place error.","Sipariş kaydetme hatası."
"--------------- v 1.5.1.0 2011-05-10 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.6.0.0-rc1 2011-07-19 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","SİPARİŞ TOPLAMI SİPARİŞ GÖNDERİLMEDEN HEMEN ÖNCE GÖSTERİLECEKTİR"
"See price before order confirmation.","Siparişi göndermeden önce fiyatına bak."
"What's this?","Bu nedir?"
"--------------- v 1.6.0.0-rc1 2011-07-19 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-01-22 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Clear Shopping Cart","Sepeti Temizle"
"Edit Condition","Durumu Düzenle"
"Invalid checkout type.","Hatalı alışveriş bitirme tipi."
"Invalid data.","Hatalı veri."
"Manage Terms and Conditions","Kullanım Sözleşmelerini Yönet"
"New Terms and Conditions","Yeni Kullanım Sözleşmesi Ekle"
"Please check billing address information.","Lütfen fatura adresini kontrol ediniz."
"Please check shipping address information.","Lütfen teslimat adresini kontrol ediniz."
"Please check shipping addresses information.","Lütfen teslimat adreslerini kontrol ediniz."
"Please select valid payment method.","Geçerli bir ödeme yöntemi seçiniz."
"Please specify payment method.","Lütfen ödeme yöntemini belirleyiniz."
"Please specify shipping method.","Lütfen teslimat yöntemini belirleyiniz."
"Please specify shipping methods for all addresses.","Lütfen tüm adresler için teslimat yöntemini belirleyiniz."
"Require Customer To Be Logged In To Checkout","Alışverişi tamamlamak için müşteri giriş yapmalıdır"
"Sorry, guest checkout is not enabled. Please try again or contact the store owner.","Üzgünüz, misafir olarak alışveriş tamamlama seçeneği kullanılmamaktadır. Lütfen tekrar deneyiniz veya site yönetimine başvurunuz."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Sitemizde aynı mail adresiyle kayıtlı bir müşterimiz zaten var. Eğer bu sizseniz lütfen giriş yapınız. Eğer siz değilseniz girdiğiniz e-mail adresini kontrol ediniz veya başka bir mail adresi ile üye olunuz."
"VAT Number","Vergi Numarası"
"--------------- v 1.7.0.0-alpha 2012-01-22 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-04-28 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Minimum order amount is %s","Sipariş tutarı en az %s olmalıdır"
"Move","Taşı"
"Please choose to register or to checkout as a guest","Üye kaydı yapabilir veya misafir olarak alışverişi tamamlayabilirsiniz"
"Subtotal must exceed minimum order amount","Ara toplam izin verilen en düşük sipariş toplamından fazla olmalıdır"
"Your order cannot be completed at this time as there is no payment methods available for it.","Kullanılabilir bir ödeme yöntemi olmadığı için siparişinizi tamamlanamıyor."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Kullanılabilir bir teslimat yöntemi olmadığı için siparişinizi tamamlanamıyor. Adres bilgilerinizde gerekli değişiklikleri yapınız veya eksik bilgileri tamamlayınız."
"Your order has been received.","Siparişiniz alındı."
"--------------- v 1.7.0.0-alpha 2012-04-28 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.8.0.0 2013-09-28 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"No Payment Methods","Ödeme Yöntemi Bulunamadı"
"--------------- v 1.8.0.0 2013-09-28 SONU --------------------","////////////////////////////////////////////////////////////////////////"
